,id,label,sentence1
4499,2027.0,None,LOCATION2 or LOCATION1 transit location
4500,2028.0,Negative,LOCATION1 general aint too bad
4504,2029.0,Negative,nothing wrong with LOCATION1 general
4508,202.0,None,But I found LOCATION1 general to be too chaotic and loud
4509,202.0,None,But I found LOCATION1 price to be too chaotic and loud
4510,202.0,None,But I found LOCATION1 safety to be too chaotic and loud
4511,202.0,None,But I found LOCATION1 transit location to be too chaotic and loud
4512,2030.0,None,- North of LOCATION1 general
4513,2030.0,None,- North of LOCATION1 price
4514,2030.0,None,- North of LOCATION1 safety
4515,2030.0,None,- North of LOCATION1 transit location
4516,2031.0,None,"If by `` ends '' you mean East End and LOCATION1 general , they are just description of parts of London"
4517,2031.0,None,"If by `` ends '' you mean East End and LOCATION1 price , they are just description of parts of London"
4518,2031.0,None,"If by `` ends '' you mean East End and LOCATION1 safety , they are just description of parts of London"
4519,2031.0,None,"If by `` ends '' you mean East End and LOCATION1 transit location , they are just description of parts of London"
4520,2032.0,None,I am moving to London as I have just got a job in LOCATION1 general which is NW6 ( I think
4521,2032.0,None,I am moving to London as I have just got a job in LOCATION1 price which is NW6 ( I think
4522,2032.0,None,I am moving to London as I have just got a job in LOCATION1 safety which is NW6 ( I think
4523,2032.0,None,I am moving to London as I have just got a job in LOCATION1 transit location which is NW6 ( I think
4524,2033.0,None,"I might live on residence or i might live in an apartment ( if i got accepted ) I 've been to LOCATION1 general once , and I watch the show Skins ( best show ever ) but yeah"
4525,2033.0,None,"I might live on residence or i might live in an apartment ( if i got accepted ) I 've been to LOCATION1 price once , and I watch the show Skins ( best show ever ) but yeah"
4526,2033.0,None,"I might live on residence or i might live in an apartment ( if i got accepted ) I 've been to LOCATION1 safety once , and I watch the show Skins ( best show ever ) but yeah"
4527,2033.0,None,"I might live on residence or i might live in an apartment ( if i got accepted ) I 've been to LOCATION1 transit location once , and I watch the show Skins ( best show ever ) but yeah"
4528,2034.0,None,"Well depends what your really into , if your willing to travel far to work or wherever , and btw pinky , whats wrong with LOCATION1 general haa"
4529,2034.0,None,"Well depends what your really into , if your willing to travel far to work or wherever , and btw pinky , whats wrong with LOCATION1 price haa"
4530,2034.0,None,"Well depends what your really into , if your willing to travel far to work or wherever , and btw pinky , whats wrong with LOCATION1 safety haa"
4531,2034.0,None,"Well depends what your really into , if your willing to travel far to work or wherever , and btw pinky , whats wrong with LOCATION1 transit location haa"
4533,2035.0,Positive,"The cheapest of these areas are generally in the East LOCATION1 price is ok , rentals start from about 650 per month for a two bedroom flat there"
4536,2036.0,Positive,"LOCATION1 general isnt too bad , really"
4540,2037.0,Positive,"LOCATION1 general ( n1 n2 ) is a nice area with easy links to get into Central London , its not too expensive either"
4541,2037.0,Positive,"LOCATION1 price ( n1 n2 ) is a nice area with easy links to get into Central London , its not too expensive either"
4543,2037.0,Positive,"LOCATION1 transit location ( n1 n2 ) is a nice area with easy links to get into Central London , its not too expensive either"
4546,2038.0,Positive,I lived in LOCATION1 safety for 12 years and never felt unsafe
4548,2039.0,None,There is rivalry between LOCATION1 general of the River Thames and South of it
4549,2039.0,None,There is rivalry between LOCATION1 price of the River Thames and South of it
4550,2039.0,None,There is rivalry between LOCATION1 safety of the River Thames and South of it
4551,2039.0,None,There is rivalry between LOCATION1 transit location of the River Thames and South of it
4552,203.0,None,Must dos : - Visit my area LOCATION1 general
4553,203.0,None,Must dos : - Visit my area LOCATION1 price
4554,203.0,None,Must dos : - Visit my area LOCATION1 safety
4555,203.0,None,Must dos : - Visit my area LOCATION1 transit location
4556,2040.0,None,"The 2 Brewers : 114 LOCATION1 general High St , London , Greater London SW4 7UJ Established in 1981 and still hopping"
4557,2040.0,None,"The 2 Brewers : 114 LOCATION1 price High St , London , Greater London SW4 7UJ Established in 1981 and still hopping"
4558,2040.0,None,"The 2 Brewers : 114 LOCATION1 safety High St , London , Greater London SW4 7UJ Established in 1981 and still hopping"
4559,2040.0,None,"The 2 Brewers : 114 LOCATION1 transit location High St , London , Greater London SW4 7UJ Established in 1981 and still hopping"
4560,2041.0,None,Over the years London has grown so much that there is a number of suburbs including LOCATION1 general
4561,2041.0,None,Over the years London has grown so much that there is a number of suburbs including LOCATION1 price
4562,2041.0,None,Over the years London has grown so much that there is a number of suburbs including LOCATION1 safety
4563,2041.0,None,Over the years London has grown so much that there is a number of suburbs including LOCATION1 transit location
4566,2042.0,Negative,"depends how much money you have to spend but avoid most of the LOCATION1 safety , bad transport and alot trouble"
4567,2042.0,Negative,"depends how much money you have to spend but avoid most of the LOCATION1 transit location , bad transport and alot trouble"
4569,2043.0,Positive,"LOCATION1 price , as generally the ` cheapest ' part of London in which to live , has been the ` landing ' place for most of the immigatrion into the UK since records began"
4572,2044.0,None,There is a good music bar at LOCATION1 general called the Swan which has live cover bands
4573,2044.0,None,There is a good music bar at LOCATION1 price called the Swan which has live cover bands
4574,2044.0,None,There is a good music bar at LOCATION1 safety called the Swan which has live cover bands
4575,2044.0,None,There is a good music bar at LOCATION1 transit location called the Swan which has live cover bands
4576,2045.0,None,ive never had trouble or my girlfriend id keep away from brixon and LOCATION2 though those places are dodgyest and LOCATION1 general
4577,2045.0,None,ive never had trouble or my girlfriend id keep away from brixon and LOCATION2 though those places are dodgyest and LOCATION1 price
4578,2045.0,None,ive never had trouble or my girlfriend id keep away from brixon and LOCATION2 though those places are dodgyest and LOCATION1 safety
4579,2045.0,None,ive never had trouble or my girlfriend id keep away from brixon and LOCATION2 though those places are dodgyest and LOCATION1 transit location
4580,2046.0,Positive,Parts of LOCATION1 general ai n't bad- ( although parts of it are quite expensive
4581,2046.0,Negative,Parts of LOCATION1 price ai n't bad- ( although parts of it are quite expensive
4585,2047.0,Negative,However you 're unlikely to find anything decent and cheap in LOCATION1 price
4589,2048.0,Positive,"LOCATION1 price 's cheaper than LOCATION2 , it has a direct train connection to LOCATION1 ( 30-40 mins )"
4591,2048.0,Positive,"LOCATION1 transit location 's cheaper than LOCATION2 , it has a direct train connection to LOCATION1 ( 30-40 mins )"
4592,2049.0,None,ei=UTF-8andp=LOCATION1 general % 20londonandfr2=tab-webandfr=
4593,2049.0,None,ei=UTF-8andp=LOCATION1 price % 20londonandfr2=tab-webandfr=
4594,2049.0,None,ei=UTF-8andp=LOCATION1 safety % 20londonandfr2=tab-webandfr=
4595,2049.0,None,ei=UTF-8andp=LOCATION1 transit location % 20londonandfr2=tab-webandfr=
4597,204.0,Negative,Actually LOCATION1 price is quite expensive because of the cricket ground and its close proximity to Vaxhaull
4599,204.0,Positive,Actually LOCATION1 transit location is quite expensive because of the cricket ground and its close proximity to Vaxhaull
4602,2050.0,Negative,"If you 're a young male drug-dealer who takes part in the occasional heist , then yes , LOCATION1 safety could be dangerous for you"
4605,2051.0,Negative,I 've learned that LOCATION1 price is home to luxiury and wealth
4608,2052.0,Positive,Nice area with lots of young professionals is LOCATION1 general
4614,2053.0,Negative,I have had a look on internet and it seems there are areas very unsafe there like LOCATION1 safety
4616,2054.0,Positive,"i like LOCATION1 general alot , idk if that 's in zone one or not , it 's emediatly to the west of the eye and east of LOCATION1"
4620,2055.0,Positive,"LOCATION1 general is great if you need to get somewhere like Victroia , lambeth or Surrey"
4624,2056.0,None,Enjoy LOCATION1 general
4625,2056.0,None,Enjoy LOCATION1 price
4626,2056.0,None,Enjoy LOCATION1 safety
4627,2056.0,None,Enjoy LOCATION1 transit location
4628,2057.0,None,SUSSEX GARDENS OH AND SORRY BUT YOUR HOTELS IN LOCATION2 AND LOCATION1 general AREA
4629,2057.0,None,SUSSEX GARDENS OH AND SORRY BUT YOUR HOTELS IN LOCATION2 AND LOCATION1 price AREA
4630,2057.0,None,SUSSEX GARDENS OH AND SORRY BUT YOUR HOTELS IN LOCATION2 AND LOCATION1 safety AREA
4631,2057.0,None,SUSSEX GARDENS OH AND SORRY BUT YOUR HOTELS IN LOCATION2 AND LOCATION1 transit location AREA
4632,2058.0,None,"LOCATION1 general used to be in Kent many years ago , but it is within living memory , so it is still associated with KENT"
4633,2058.0,None,"LOCATION1 price used to be in Kent many years ago , but it is within living memory , so it is still associated with KENT"
4634,2058.0,None,"LOCATION1 safety used to be in Kent many years ago , but it is within living memory , so it is still associated with KENT"
4635,2058.0,None,"LOCATION1 transit location used to be in Kent many years ago , but it is within living memory , so it is still associated with KENT"
4636,2059.0,None,church street in LOCATION1 general
4637,2059.0,None,church street in LOCATION1 price
4638,2059.0,None,church street in LOCATION1 safety
4639,2059.0,None,church street in LOCATION1 transit location
4643,205.0,Positive,"LOCATION1 transit location 's well served by public transport , there being five Underground stations with `` ruislip '' in the name"
4644,2060.0,Negative,Is it because LOCATION1 general is a ` poor and more multicultural area '
4648,2061.0,Positive,"LOCATION2 has always been the most changing part of London , from the changes made to the LOCATION1 general , the regeneration in inland parts , it is a very beautiful area , and the people are nice"
4652,2062.0,Positive,"LOCATION1 general on the other hand , now thats alot more up-class"
4658,2063.0,Negative,I would not feel safe walking at night in LOCATION1 safety
4660,2064.0,Positive,LOCATION1 general in Surrey is a lovely place
4664,2065.0,None,you would likely have to share a bedsit First of all you NEED a Student Visa- you need to go to the UK immigration and Visa site and read the rules and the procedure QUICKEST drive is LOCATION1 general to LOCATION2
4665,2065.0,None,you would likely have to share a bedsit First of all you NEED a Student Visa- you need to go to the UK immigration and Visa site and read the rules and the procedure QUICKEST drive is LOCATION1 price to LOCATION2
4666,2065.0,None,you would likely have to share a bedsit First of all you NEED a Student Visa- you need to go to the UK immigration and Visa site and read the rules and the procedure QUICKEST drive is LOCATION1 safety to LOCATION2
4667,2065.0,None,you would likely have to share a bedsit First of all you NEED a Student Visa- you need to go to the UK immigration and Visa site and read the rules and the procedure QUICKEST drive is LOCATION1 transit location to LOCATION2
4668,2066.0,None,"Whereas , the parents would say that they are Surrey , LOCATION1 general and Essex respectively"
4669,2066.0,None,"Whereas , the parents would say that they are Surrey , LOCATION1 price and Essex respectively"
4670,2066.0,None,"Whereas , the parents would say that they are Surrey , LOCATION1 safety and Essex respectively"
4671,2066.0,None,"Whereas , the parents would say that they are Surrey , LOCATION1 transit location and Essex respectively"
4672,2067.0,None,"At the opening to LOCATION1 general , there is a sculpture commemorating the weavers and spinners that used to live and work there ( but are no more )"
4673,2067.0,None,"At the opening to LOCATION1 price , there is a sculpture commemorating the weavers and spinners that used to live and work there ( but are no more )"
4674,2067.0,None,"At the opening to LOCATION1 safety , there is a sculpture commemorating the weavers and spinners that used to live and work there ( but are no more )"
4675,2067.0,None,"At the opening to LOCATION1 transit location , there is a sculpture commemorating the weavers and spinners that used to live and work there ( but are no more )"
4676,2068.0,Positive,Some parts of LOCATION1 general are very nice and fashionable but therefore pricey
4677,2068.0,Negative,Some parts of LOCATION1 price are very nice and fashionable but therefore pricey
4680,2069.0,Positive,LOCATION1 general is better that LOCATION1
4684,206.0,Positive,You will love the LOCATION1 general
4689,2070.0,Positive,I hope you could tell me about areas at the outskirts of the London ( LOCATION1 price for example ) quieter and less expensive
4692,2071.0,None,Do n't know much about LOCATION1 general
4693,2071.0,None,Do n't know much about LOCATION1 price
4694,2071.0,None,Do n't know much about LOCATION1 safety
4695,2071.0,None,Do n't know much about LOCATION1 transit location
4696,2072.0,None,"Sorry babe , that 's not how it works here LOCATION1 general around LOCATION2"
4697,2072.0,None,"Sorry babe , that 's not how it works here LOCATION1 price around LOCATION2"
4698,2072.0,None,"Sorry babe , that 's not how it works here LOCATION1 safety around LOCATION2"
4699,2072.0,None,"Sorry babe , that 's not how it works here LOCATION1 transit location around LOCATION2"
4701,2073.0,Negative,I live in LOCATION1 price but am preparing to move out reluctantly because it is so expensive
4705,2074.0,Positive,I live in LOCATION1 price which is one of the cheapest parts of London - if not THE cheapest
4708,2075.0,Positive,The whole LOCATION1 general area has been rocketing upmarket ever since the new British Library moved there
4712,2076.0,None,I really do n't think that LOCATION1 general is a good comparison though LOCATION1 's a great place to live
4713,2076.0,None,I really do n't think that LOCATION1 price is a good comparison though LOCATION1 's a great place to live
4714,2076.0,None,I really do n't think that LOCATION1 safety is a good comparison though LOCATION1 's a great place to live
4715,2076.0,None,I really do n't think that LOCATION1 transit location is a good comparison though LOCATION1 's a great place to live
4716,2077.0,Positive,I would go for LOCATION1 general myself though if you can afford it
4717,2077.0,Negative,I would go for LOCATION1 price myself though if you can afford it
4720,2078.0,Negative,"Any where but LOCATION1 general , its rough and dangerous"
4722,2078.0,Negative,"Any where but LOCATION1 safety , its rough and dangerous"
4724,2079.0,Positive,LOCATION1 general is a good part of London to be going to uni
4728,207.0,Positive,Another nice little town close to LOCATION2 is LOCATION1 general
4732,2080.0,None,Jack Straw lives in LOCATION1 general
4733,2080.0,None,Jack Straw lives in LOCATION1 price
4734,2080.0,None,Jack Straw lives in LOCATION1 safety
4735,2080.0,None,Jack Straw lives in LOCATION1 transit location
4736,2081.0,None,LOCATION1 general is about as cosmopolitan as it gets
4737,2081.0,None,LOCATION1 price is about as cosmopolitan as it gets
4738,2081.0,None,LOCATION1 safety is about as cosmopolitan as it gets
4739,2081.0,None,LOCATION1 transit location is about as cosmopolitan as it gets
4740,2082.0,Positive,"LOCATION1 general 's alright , all the people I have met from there have been very friendly and the area 's not too bad"
4744,2083.0,Positive,"LOCATION1~ general cute villagey area , where loads of celebs live ; very sweet shops , cafes etc"
4748,2084.0,Negative,LOCATION1 general is not dangerous but it is an ugly jumble of concrete with no character
4750,2084.0,Positive,LOCATION1 safety is not dangerous but it is an ugly jumble of concrete with no character
4753,2085.0,Positive,The cheapest area is probably the area around LOCATION1 price
4758,2086.0,Negative,Areas that I dont feel quite so safe in places like LOCATION1 safety
4760,2087.0,Positive,"LOCATION1 general is a pleasent , up-market , vibrant , cosmopolitan , young professional area"
4764,2088.0,None,As for LOCATION1 general
4765,2088.0,None,As for LOCATION1 price
4766,2088.0,None,As for LOCATION1 safety
4767,2088.0,None,As for LOCATION1 transit location
4769,2089.0,Positive,I do n't know LOCATION2 but LOCATION1 price has some very affordable properties if your renting or buying
4774,208.0,Positive,Off course LOCATION1 safety is most safest place of Central London
4775,208.0,Positive,Off course LOCATION1 transit location is most safest place of Central London
4778,2090.0,Negative,"The crime rate is high and someone just got killed in LOCATION1 safety recently , so i would n't if i was you"
4780,2091.0,None,Modern flats like in the LOCATION1 general or old houses
4781,2091.0,None,Modern flats like in the LOCATION1 price or old houses
4782,2091.0,None,Modern flats like in the LOCATION1 safety or old houses
4783,2091.0,None,Modern flats like in the LOCATION1 transit location or old houses
4784,2092.0,Positive,try somewhere round LOCATION1 general
4788,2093.0,Negative,"goldsmiths is an excellent uni : D but as has been said above , LOCATION1 general is a bit of a skank area"
4795,2094.0,Negative,I have lived in LOCATION1 transit location in the past and that 's quite nice but no train links
4796,2095.0,None,"Is LOCATION2 , LOCATION1 general in London a good and safe area"
4797,2095.0,None,"Is LOCATION2 , LOCATION1 price in London a good and safe area"
4798,2095.0,None,"Is LOCATION2 , LOCATION1 safety in London a good and safe area"
4799,2095.0,None,"Is LOCATION2 , LOCATION1 transit location in London a good and safe area"
4803,2096.0,Positive,The connections to central London are also very good if you live next to the LOCATION1 transit location station
4805,2097.0,Positive,LOCATION1 price is probably slightly cheaper
4808,2098.0,None,org/wiki/London Boro LOCATION1 general is in the 'East End '
4809,2098.0,None,org/wiki/London Boro LOCATION1 price is in the 'East End '
4810,2098.0,None,org/wiki/London Boro LOCATION1 safety is in the 'East End '
4811,2098.0,None,org/wiki/London Boro LOCATION1 transit location is in the 'East End '
4812,2099.0,None,Tel : 020 77270033 Mobile : 0788 1872799 Email : Email : Nearest Tube Station is LOCATION1 general
4813,2099.0,None,Tel : 020 77270033 Mobile : 0788 1872799 Email : Email : Nearest Tube Station is LOCATION1 price
4814,2099.0,None,Tel : 020 77270033 Mobile : 0788 1872799 Email : Email : Nearest Tube Station is LOCATION1 safety
4815,2099.0,None,Tel : 020 77270033 Mobile : 0788 1872799 Email : Email : Nearest Tube Station is LOCATION1 transit location
4819,209.0,Positive,Another option is LOCATION1 transit location which is very central and has tons of clubs/bars within walking distance of each other
4820,20.0,None,nw 5 . LOCATION1 general
4821,20.0,None,nw 5 . LOCATION1 price
4822,20.0,None,nw 5 . LOCATION1 safety
4823,20.0,None,nw 5 . LOCATION1 transit location
4824,2100.0,None,This next link gets you the crime stats for London UK Ignore the other person LOCATION1 general is indeed a place
4825,2100.0,None,This next link gets you the crime stats for London UK Ignore the other person LOCATION1 price is indeed a place
4826,2100.0,None,This next link gets you the crime stats for London UK Ignore the other person LOCATION1 safety is indeed a place
4827,2100.0,None,This next link gets you the crime stats for London UK Ignore the other person LOCATION1 transit location is indeed a place
4828,2101.0,None,LOCATION1 general - on one of the side roads off the High Street - every time
4829,2101.0,None,LOCATION1 price - on one of the side roads off the High Street - every time
4830,2101.0,None,LOCATION1 safety - on one of the side roads off the High Street - every time
4831,2101.0,None,LOCATION1 transit location - on one of the side roads off the High Street - every time
4832,2102.0,None,There are rivalries between the kids that go to secondary school etc LOCATION1 general Station in South London
4833,2102.0,None,There are rivalries between the kids that go to secondary school etc LOCATION1 price Station in South London
4834,2102.0,None,There are rivalries between the kids that go to secondary school etc LOCATION1 safety Station in South London
4835,2102.0,None,There are rivalries between the kids that go to secondary school etc LOCATION1 transit location Station in South London
4836,2103.0,None,"-if you were situated in LOCATION1 general , would it really be possible to be able to get into an agency in London , although they are the best ones"
4837,2103.0,None,"-if you were situated in LOCATION1 price , would it really be possible to be able to get into an agency in London , although they are the best ones"
4838,2103.0,None,"-if you were situated in LOCATION1 safety , would it really be possible to be able to get into an agency in London , although they are the best ones"
4839,2103.0,None,"-if you were situated in LOCATION1 transit location , would it really be possible to be able to get into an agency in London , although they are the best ones"
4840,2104.0,None,"You can look around the website to get an idea of what 's available LOCATION1 general , London"
4841,2104.0,None,"You can look around the website to get an idea of what 's available LOCATION1 price , London"
4842,2104.0,None,"You can look around the website to get an idea of what 's available LOCATION1 safety , London"
4843,2104.0,None,"You can look around the website to get an idea of what 's available LOCATION1 transit location , London"
4844,2105.0,None,LOCATION1 general is a small area in London
4845,2105.0,None,LOCATION1 price is a small area in London
4846,2105.0,None,LOCATION1 safety is a small area in London
4847,2105.0,None,LOCATION1 transit location is a small area in London
4848,2106.0,None,"so firstly , LOCATION1 general"
4849,2106.0,None,"so firstly , LOCATION1 price"
4850,2106.0,None,"so firstly , LOCATION1 safety"
4851,2106.0,None,"so firstly , LOCATION1 transit location"
4854,2107.0,Negative,LOCATION1 safety is pretty rough but being a Northerner I think most of London is dangerous
4856,2108.0,None,"The Horseshoe , 24 LOCATION1 general Close , EC1R 0AG"
4857,2108.0,None,"The Horseshoe , 24 LOCATION1 price Close , EC1R 0AG"
4858,2108.0,None,"The Horseshoe , 24 LOCATION1 safety Close , EC1R 0AG"
4859,2108.0,None,"The Horseshoe , 24 LOCATION1 transit location Close , EC1R 0AG"
4860,2109.0,None,( nuff said ) Royal Observatory LOCATION1 general ( being extended at the moment but still open )
4861,2109.0,None,( nuff said ) Royal Observatory LOCATION1 price ( being extended at the moment but still open )
4862,2109.0,None,( nuff said ) Royal Observatory LOCATION1 safety ( being extended at the moment but still open )
4863,2109.0,None,( nuff said ) Royal Observatory LOCATION1 transit location ( being extended at the moment but still open )
4864,210.0,None,"Fortismere is a good school in the LOCATION1 general area , Wood House a good sixth form college"
4865,210.0,None,"Fortismere is a good school in the LOCATION1 price area , Wood House a good sixth form college"
4866,210.0,None,"Fortismere is a good school in the LOCATION1 safety area , Wood House a good sixth form college"
4867,210.0,None,"Fortismere is a good school in the LOCATION1 transit location area , Wood House a good sixth form college"
4868,2110.0,Positive,"but i also recommend LOCATION1 general , it 's very nice and that 's where a high proportion of canadians live"
4872,2111.0,None,Plenty of variety but depends a lot on which part of LOCATION1 general you choose to live in
4873,2111.0,None,Plenty of variety but depends a lot on which part of LOCATION1 price you choose to live in
4874,2111.0,None,Plenty of variety but depends a lot on which part of LOCATION1 safety you choose to live in
4875,2111.0,None,Plenty of variety but depends a lot on which part of LOCATION1 transit location you choose to live in
4876,2112.0,Positive,"My goodness , you are in for a shock if you 've only lived in a small village Generally , LOCATION1 general is your best bet"
4880,2113.0,Positive,You could try somewhere like LOCATION1 general - not too far out but not too expensive
4881,2113.0,Positive,You could try somewhere like LOCATION1 price - not too far out but not too expensive
4883,2113.0,Positive,You could try somewhere like LOCATION1 transit location - not too far out but not too expensive
4884,2114.0,Positive,LOCATION1 general has quite an `` arty `` and bohemian reputation these days
4888,2115.0,None,Just saying LOCATION1 general is a bit like saying `` Is Dublin nice ``
4889,2115.0,None,Just saying LOCATION1 price is a bit like saying `` Is Dublin nice ``
4890,2115.0,None,Just saying LOCATION1 safety is a bit like saying `` Is Dublin nice ``
4891,2115.0,None,Just saying LOCATION1 transit location is a bit like saying `` Is Dublin nice ``
4892,2116.0,Positive,I also like LOCATION1 general
4899,2117.0,Negative,LOCATION1 transit location is too far from anywhere of value
4900,2118.0,None,Try looking for places away from the station though ie towards LOCATION1 general tube and Goodge Street tube LOCATION2 is a perfect place for students to live
4901,2118.0,None,Try looking for places away from the station though ie towards LOCATION1 price tube and Goodge Street tube LOCATION2 is a perfect place for students to live
4902,2118.0,None,Try looking for places away from the station though ie towards LOCATION1 safety tube and Goodge Street tube LOCATION2 is a perfect place for students to live
4903,2118.0,None,Try looking for places away from the station though ie towards LOCATION1 transit location tube and Goodge Street tube LOCATION2 is a perfect place for students to live
4907,2119.0,Positive,Commuting - stick to LOCATION1 transit location and you can either drive it or catch the District line into LOCATION1
4910,211.0,Negative,At least in LOCATION1 safety etc there is alot of violence
4912,2120.0,None,I agree about LOCATION1 general and LOCATION2
4913,2120.0,None,I agree about LOCATION1 price and LOCATION2
4914,2120.0,None,I agree about LOCATION1 safety and LOCATION2
4915,2120.0,None,I agree about LOCATION1 transit location and LOCATION2
4916,2121.0,Positive,LOCATION1 general is another nice though expensive neighbourhood much like Rosedale
4917,2121.0,Negative,LOCATION1 price is another nice though expensive neighbourhood much like Rosedale
4920,2122.0,Positive,"LOCATION1 general is just plain bad value for money - it 's a nice enough area , but you 'd pay the same money for a shoebox there as what you 'd pay for a good room in other places"
4921,2122.0,Negative,"LOCATION1 price is just plain bad value for money - it 's a nice enough area , but you 'd pay the same money for a shoebox there as what you 'd pay for a good room in other places"
4924,2123.0,Positive,LOCATION1 general is lovely and it looks over LOCATION2
4928,2124.0,Positive,LOCATION1 general is the place for you I think i will be moving to London in a month or so on my own
4932,2125.0,Positive,") If you can afford to be close to London consider LOCATION1 general , its probably the nicest area within spitting distance of London"
4933,2125.0,Negative,") If you can afford to be close to London consider LOCATION1 price , its probably the nicest area within spitting distance of London"
4935,2125.0,Positive,") If you can afford to be close to London consider LOCATION1 transit location , its probably the nicest area within spitting distance of London"
4936,2126.0,Negative,"Seriously Personally , i do n't like LOCATION1 general"
4943,2127.0,Positive,you can travel into Central London on the DLR easily from al over LOCATION1 transit location and there are night buses all night to take you back
4946,2128.0,Negative,Parts of LOCATION1 safety are high crime areas
4948,2129.0,Positive,LOCATION1 general is very desirable area as it is so close to the centre - but it is expensive
4949,2129.0,Negative,LOCATION1 price is very desirable area as it is so close to the centre - but it is expensive
4951,2129.0,Positive,LOCATION1 transit location is very desirable area as it is so close to the centre - but it is expensive
4952,212.0,Positive,"LOCATION1 general shops , tube station , nice houses , near north circular and m11 generally good area"
4955,212.0,Positive,"LOCATION1 transit location shops , tube station , nice houses , near north circular and m11 generally good area"
4956,2130.0,Negative,"London LOCATION1 general is pretty poor , too"
4960,2131.0,Negative,( avoid LOCATION1 general )
4964,2132.0,Positive,I 'm a fan of LOCATION1 general though
4968,2133.0,None,"Other places which are now part of London , such as LOCATION2 , LOCATION1 general etc etc , were little more than small villages or hamlets"
4969,2133.0,None,"Other places which are now part of London , such as LOCATION2 , LOCATION1 price etc etc , were little more than small villages or hamlets"
4970,2133.0,None,"Other places which are now part of London , such as LOCATION2 , LOCATION1 safety etc etc , were little more than small villages or hamlets"
4971,2133.0,None,"Other places which are now part of London , such as LOCATION2 , LOCATION1 transit location etc etc , were little more than small villages or hamlets"
4974,2134.0,Negative,"LOCATION1 safety is probably a bit ` edgier ' with more artists and students , and a greater mix of ethnic shops and individual bars and cafes , rather than say chains or high street names"
4976,2135.0,None,"I know LOCATION2 extremely well - I used to live in LOCATION1 general , the next suburb to it"
4977,2135.0,None,"I know LOCATION2 extremely well - I used to live in LOCATION1 price , the next suburb to it"
4978,2135.0,None,"I know LOCATION2 extremely well - I used to live in LOCATION1 safety , the next suburb to it"
4979,2135.0,None,"I know LOCATION2 extremely well - I used to live in LOCATION1 transit location , the next suburb to it"
4981,2136.0,Positive,"You 're probably going to have to pay in excess of 900 a month for a studio flat to live in that sort of location ( LOCATION1 price is a 45 minute commute outside of the London , hence why it is cheaper )"
4983,2136.0,Negative,"You 're probably going to have to pay in excess of 900 a month for a studio flat to live in that sort of location ( LOCATION1 transit location is a 45 minute commute outside of the London , hence why it is cheaper )"
4984,2137.0,None,"For example , there are many immigrants living around LOCATION1 general , in the London borough of LOCATION2"
4985,2137.0,None,"For example , there are many immigrants living around LOCATION1 price , in the London borough of LOCATION2"
4986,2137.0,None,"For example , there are many immigrants living around LOCATION1 safety , in the London borough of LOCATION2"
4987,2137.0,None,"For example , there are many immigrants living around LOCATION1 transit location , in the London borough of LOCATION2"
4989,2138.0,Negative,"They are expensive areas , as is LOCATION1 price"
4992,2139.0,None,"Agree with LOCATION2 I ca n't understand the thumbs down for LOCATION1 general , that area is having lots of money thrown at it right now"
4993,2139.0,None,"Agree with LOCATION2 I ca n't understand the thumbs down for LOCATION1 price , that area is having lots of money thrown at it right now"
4994,2139.0,None,"Agree with LOCATION2 I ca n't understand the thumbs down for LOCATION1 safety , that area is having lots of money thrown at it right now"
4995,2139.0,None,"Agree with LOCATION2 I ca n't understand the thumbs down for LOCATION1 transit location , that area is having lots of money thrown at it right now"
4997,213.0,Negative,"I 'm sorry my dear but if you want more affordable than the areas you have mentioned , you are looking at areas like LOCATION1 price"
5000,2140.0,Positive,From the list maybe LOCATION1 general would be good
5006,2141.0,Negative,"As far as I know if you 're looking for low crime rates , LOCATION1 safety is not really an option"
5008,2142.0,Positive,"LOCATION1 general will be ok , but like I said , ANY part of ANY London can be a danger"
5012,2143.0,None,Way back in c1966 I knew a guy from LOCATION1 general who was then 108 . His Victorian London accent was almost country in it 's style
5013,2143.0,None,Way back in c1966 I knew a guy from LOCATION1 price who was then 108 . His Victorian London accent was almost country in it 's style
5014,2143.0,None,Way back in c1966 I knew a guy from LOCATION1 safety who was then 108 . His Victorian London accent was almost country in it 's style
5015,2143.0,None,Way back in c1966 I knew a guy from LOCATION1 transit location who was then 108 . His Victorian London accent was almost country in it 's style
5016,2144.0,None,an area like LOCATION1 general is very residential and leafy
5017,2144.0,None,an area like LOCATION1 price is very residential and leafy
5018,2144.0,None,an area like LOCATION1 safety is very residential and leafy
5019,2144.0,None,an area like LOCATION1 transit location is very residential and leafy
5022,2145.0,Positive,It does n't matter which side LOCATION1 safety is safe i go to school there and ive never had a problem in LOCATION1
5027,2146.0,Positive,"I should also have mentioned that from December , South East trains will be running very fast services from LOCATION1 transit location into St Pancras International"
5028,2147.0,None,I 've never lived in LOCATION1 general but know it reasonably well and would say it 's an OK place to live
5029,2147.0,None,I 've never lived in LOCATION1 price but know it reasonably well and would say it 's an OK place to live
5030,2147.0,None,I 've never lived in LOCATION1 safety but know it reasonably well and would say it 's an OK place to live
5031,2147.0,None,I 've never lived in LOCATION1 transit location but know it reasonably well and would say it 's an OK place to live
5032,2148.0,None,That limits you to the area around LOCATION1 general
5033,2148.0,None,That limits you to the area around LOCATION1 price
5034,2148.0,None,That limits you to the area around LOCATION1 safety
5035,2148.0,None,That limits you to the area around LOCATION1 transit location
