	id	label	sentence1
3848	628	None	ambience The server was really cool and served us our food and drinks with a smile.
3849	628	Positive	service The server was really cool and served us our food and drinks with a smile.
3850	3563	None	price We were in search of food and stumbled on this block of Indian restaurants on East Sixth Street.
3852	3563	None	food We were in search of food and stumbled on this block of Indian restaurants on East Sixth Street.
3853	3563	None	ambience We were in search of food and stumbled on this block of Indian restaurants on East Sixth Street.
3854	3563	None	service We were in search of food and stumbled on this block of Indian restaurants on East Sixth Street.
3855	727	None	price Planet Thailand has always been a hit with me , I go there usually for the sushi, which is great , the thai food is excellent too .
3856	727	None	anecdotes Planet Thailand has always been a hit with me , I go there usually for the sushi, which is great , the thai food is excellent too .
3857	727	Positive	food Planet Thailand has always been a hit with me , I go there usually for the sushi, which is great , the thai food is excellent too .
3858	727	None	ambience Planet Thailand has always been a hit with me , I go there usually for the sushi, which is great , the thai food is excellent too .
3859	727	None	service Planet Thailand has always been a hit with me , I go there usually for the sushi, which is great , the thai food is excellent too .
3860	1925	None	price Very excited to hear that short-term Chef Jason Narone has moved on, he truly was a low point of their Sterling track record.
3861	1925	Negative	anecdotes Very excited to hear that short-term Chef Jason Narone has moved on, he truly was a low point of their Sterling track record.
3862	1925	None	food Very excited to hear that short-term Chef Jason Narone has moved on, he truly was a low point of their Sterling track record.
3863	1925	None	ambience Very excited to hear that short-term Chef Jason Narone has moved on, he truly was a low point of their Sterling track record.
3864	1925	None	service Very excited to hear that short-term Chef Jason Narone has moved on, he truly was a low point of their Sterling track record.
3865	2740	None	price Excellent experience.
3866	2740	Positive	anecdotes Excellent experience.
3867	2740	None	food Excellent experience.
3868	2740	None	ambience Excellent experience.
3869	2740	None	service Excellent experience.
3870	3422	None	price Well worth the trip, close to City Hall and downtown subway stops.
3871	3422	Positive	anecdotes Well worth the trip, close to City Hall and downtown subway stops.
3872	3422	None	food Well worth the trip, close to City Hall and downtown subway stops.
3873	3422	None	ambience Well worth the trip, close to City Hall and downtown subway stops.
3874	3422	None	service Well worth the trip, close to City Hall and downtown subway stops.
3875	3144	None	price I had to share my table with a loud group of kids and the service was rude an unattentive.
3876	3144	None	anecdotes I had to share my table with a loud group of kids and the service was rude an unattentive.
3877	3144	None	food I had to share my table with a loud group of kids and the service was rude an unattentive.
3878	3144	Negative	ambience I had to share my table with a loud group of kids and the service was rude an unattentive.
3879	3144	Negative	service I had to share my table with a loud group of kids and the service was rude an unattentive.
3880	2202	None	price What more could you want?
3881	2202	Positive	anecdotes What more could you want?
3882	2202	None	food What more could you want?
3883	2202	None	ambience What more could you want?
3884	2202	None	service What more could you want?
3885	618	None	price If you are the type of person who likes being scared and entertained, this is a great place to go and eat.
3886	618	Positive	anecdotes If you are the type of person who likes being scared and entertained, this is a great place to go and eat.
3887	618	None	food If you are the type of person who likes being scared and entertained, this is a great place to go and eat.
3888	618	None	ambience If you are the type of person who likes being scared and entertained, this is a great place to go and eat.
3889	618	None	service If you are the type of person who likes being scared and entertained, this is a great place to go and eat.
3890	1919	None	price All in all, I don't see how you can go wrong.
3891	1919	Positive	anecdotes All in all, I don't see how you can go wrong.
3892	1919	None	food All in all, I don't see how you can go wrong.
3893	1919	None	ambience All in all, I don't see how you can go wrong.
3894	1919	None	service All in all, I don't see how you can go wrong.
3895	1487	None	price The sauce on the pizza is sooo good with garlic and fresh tomatoes and they don't skimp.
3896	1487	None	anecdotes The sauce on the pizza is sooo good with garlic and fresh tomatoes and they don't skimp.
3897	1487	Positive	food The sauce on the pizza is sooo good with garlic and fresh tomatoes and they don't skimp.
3898	1487	None	ambience The sauce on the pizza is sooo good with garlic and fresh tomatoes and they don't skimp.
3899	1487	None	service The sauce on the pizza is sooo good with garlic and fresh tomatoes and they don't skimp.
3900	2120	None	price We recently decided to try this location, and to our delight, they have outdoor seating, perfect since I had my yorkie with me.
3901	2120	None	anecdotes We recently decided to try this location, and to our delight, they have outdoor seating, perfect since I had my yorkie with me.
3902	2120	None	food We recently decided to try this location, and to our delight, they have outdoor seating, perfect since I had my yorkie with me.
3903	2120	Positive	ambience We recently decided to try this location, and to our delight, they have outdoor seating, perfect since I had my yorkie with me.
3904	2120	None	service We recently decided to try this location, and to our delight, they have outdoor seating, perfect since I had my yorkie with me.
3905	1868	None	price My husband had the mesclun, salmon, and ice cream and he enjoyed all 3 courses.
3906	1868	None	anecdotes My husband had the mesclun, salmon, and ice cream and he enjoyed all 3 courses.
3907	1868	Positive	food My husband had the mesclun, salmon, and ice cream and he enjoyed all 3 courses.
3908	1868	None	ambience My husband had the mesclun, salmon, and ice cream and he enjoyed all 3 courses.
3909	1868	None	service My husband had the mesclun, salmon, and ice cream and he enjoyed all 3 courses.
3910	770	None	price We were told that the wait was about twenty minutes and there would be no problem for our 8:00 pm curtain call.
3912	770	None	food We were told that the wait was about twenty minutes and there would be no problem for our 8:00 pm curtain call.
3913	770	None	ambience We were told that the wait was about twenty minutes and there would be no problem for our 8:00 pm curtain call.
3914	770	None	service We were told that the wait was about twenty minutes and there would be no problem for our 8:00 pm curtain call.
3915	2205	None	price The food is usually good but it certainly isn't a relaxing place to go.
3916	2205	None	anecdotes The food is usually good but it certainly isn't a relaxing place to go.
3917	2205	Positive	food The food is usually good but it certainly isn't a relaxing place to go.
3918	2205	Negative	ambience The food is usually good but it certainly isn't a relaxing place to go.
3919	2205	None	service The food is usually good but it certainly isn't a relaxing place to go.
3920	948	None	price I'm told that it is open 24hrs which is good.
3921	948	Positive	anecdotes I'm told that it is open 24hrs which is good.
3922	948	None	food I'm told that it is open 24hrs which is good.
3923	948	None	ambience I'm told that it is open 24hrs which is good.
3924	948	None	service I'm told that it is open 24hrs which is good.
3925	1940	None	price Super friendly and knowledgable staff, fabulous bistro fare and a wonderful jazz brunch with great live jazz (the chilaquiles were awesome!
3926	1940	None	anecdotes Super friendly and knowledgable staff, fabulous bistro fare and a wonderful jazz brunch with great live jazz (the chilaquiles were awesome!
3927	1940	Positive	food Super friendly and knowledgable staff, fabulous bistro fare and a wonderful jazz brunch with great live jazz (the chilaquiles were awesome!
3928	1940	Positive	ambience Super friendly and knowledgable staff, fabulous bistro fare and a wonderful jazz brunch with great live jazz (the chilaquiles were awesome!
3929	1940	Positive	service Super friendly and knowledgable staff, fabulous bistro fare and a wonderful jazz brunch with great live jazz (the chilaquiles were awesome!
3930	2451	Positive	price The prices were fantastic.
3931	2451	None	anecdotes The prices were fantastic.
3932	2451	None	food The prices were fantastic.
3933	2451	None	ambience The prices were fantastic.
3934	2451	None	service The prices were fantastic.
3935	56	None	price What a great place!
3936	56	Positive	anecdotes What a great place!
3937	56	None	food What a great place!
3938	56	None	ambience What a great place!
3939	56	None	service What a great place!
3941	1632	None	anecdotes Still, any quibbles about the bill were off-set by the pour-your-own measures of liquers which were courtesey of the house...
3942	1632	Positive	food Still, any quibbles about the bill were off-set by the pour-your-own measures of liquers which were courtesey of the house...
3943	1632	None	ambience Still, any quibbles about the bill were off-set by the pour-your-own measures of liquers which were courtesey of the house...
3944	1632	None	service Still, any quibbles about the bill were off-set by the pour-your-own measures of liquers which were courtesey of the house...
3945	1961	None	price The table service could have been a little more attentive but as someone who also works in the service industry, I understood they were busy.
3946	1961	None	anecdotes The table service could have been a little more attentive but as someone who also works in the service industry, I understood they were busy.
3947	1961	None	food The table service could have been a little more attentive but as someone who also works in the service industry, I understood they were busy.
3948	1961	None	ambience The table service could have been a little more attentive but as someone who also works in the service industry, I understood they were busy.
3950	710	None	price It's not mind-blowing, but to me, thai food never is and never will be.
3951	710	None	anecdotes It's not mind-blowing, but to me, thai food never is and never will be.
3953	710	None	ambience It's not mind-blowing, but to me, thai food never is and never will be.
3954	710	None	service It's not mind-blowing, but to me, thai food never is and never will be.
3955	911	None	price Food was very good as well, considering that we tried the budget selection (though I wish the pork belly that I ordered was roasted a bit longer, so that fat was more of a melt-in-your-mouth experience).
3956	911	None	anecdotes Food was very good as well, considering that we tried the budget selection (though I wish the pork belly that I ordered was roasted a bit longer, so that fat was more of a melt-in-your-mouth experience).
3958	911	None	ambience Food was very good as well, considering that we tried the budget selection (though I wish the pork belly that I ordered was roasted a bit longer, so that fat was more of a melt-in-your-mouth experience).
3959	911	None	service Food was very good as well, considering that we tried the budget selection (though I wish the pork belly that I ordered was roasted a bit longer, so that fat was more of a melt-in-your-mouth experience).
3960	3607	None	price Although, one night we went it was super cheesy, and another night it was less cheesy.
3961	3607	None	anecdotes Although, one night we went it was super cheesy, and another night it was less cheesy.
3963	3607	None	ambience Although, one night we went it was super cheesy, and another night it was less cheesy.
3964	3607	None	service Although, one night we went it was super cheesy, and another night it was less cheesy.
3965	1955	None	price Even though it is a little loud, you don't have to yell at each other to talk.
3966	1955	None	anecdotes Even though it is a little loud, you don't have to yell at each other to talk.
3967	1955	None	food Even though it is a little loud, you don't have to yell at each other to talk.
3969	1955	None	service Even though it is a little loud, you don't have to yell at each other to talk.
3970	2903	None	price i've been to sapphire twice and both times the food was fine, if not good.
3971	2903	None	anecdotes i've been to sapphire twice and both times the food was fine, if not good.
3972	2903	Positive	food i've been to sapphire twice and both times the food was fine, if not good.
3973	2903	None	ambience i've been to sapphire twice and both times the food was fine, if not good.
3974	2903	None	service i've been to sapphire twice and both times the food was fine, if not good.
3975	1887	None	price It is kinda nosiy and the tables are close together but it's still a beautiful place to enjoy a nice dinner.
3976	1887	None	anecdotes It is kinda nosiy and the tables are close together but it's still a beautiful place to enjoy a nice dinner.
3977	1887	None	food It is kinda nosiy and the tables are close together but it's still a beautiful place to enjoy a nice dinner.
3979	1887	None	service It is kinda nosiy and the tables are close together but it's still a beautiful place to enjoy a nice dinner.
3980	3495	None	price Was surprisingly disappointed.
3981	3495	Negative	anecdotes Was surprisingly disappointed.
3982	3495	None	food Was surprisingly disappointed.
3983	3495	None	ambience Was surprisingly disappointed.
3984	3495	None	service Was surprisingly disappointed.
3985	1273	Positive	price I love the fact that the pizza tastes so good and is so cheap.
3986	1273	None	anecdotes I love the fact that the pizza tastes so good and is so cheap.
3987	1273	Positive	food I love the fact that the pizza tastes so good and is so cheap.
3988	1273	None	ambience I love the fact that the pizza tastes so good and is so cheap.
3989	1273	None	service I love the fact that the pizza tastes so good and is so cheap.
3990	590	None	price Nicky the Nose at the bar is a treat.
3991	590	None	anecdotes Nicky the Nose at the bar is a treat.
3992	590	None	food Nicky the Nose at the bar is a treat.
3993	590	None	ambience Nicky the Nose at the bar is a treat.
3994	590	Positive	service Nicky the Nose at the bar is a treat.
3995	762	None	price I went to Ruby Foo's after work with a group of 6.
3997	762	None	food I went to Ruby Foo's after work with a group of 6.
3998	762	None	ambience I went to Ruby Foo's after work with a group of 6.
3999	762	None	service I went to Ruby Foo's after work with a group of 6.
4000	3374	None	price I'm amazed we haven't been kicked out of this place yet.
4002	3374	None	food I'm amazed we haven't been kicked out of this place yet.
4003	3374	None	ambience I'm amazed we haven't been kicked out of this place yet.
4004	3374	None	service I'm amazed we haven't been kicked out of this place yet.
4005	179	None	price Service was prompt, friendly and great.
4006	179	None	anecdotes Service was prompt, friendly and great.
4007	179	None	food Service was prompt, friendly and great.
4008	179	None	ambience Service was prompt, friendly and great.
4009	179	Positive	service Service was prompt, friendly and great.
4010	109	None	price I haven't eat a lamb chop as delicious as that,the salads are really nice dressed with lemon and extra virgnin olive oil.
4011	109	None	anecdotes I haven't eat a lamb chop as delicious as that,the salads are really nice dressed with lemon and extra virgnin olive oil.
4012	109	Positive	food I haven't eat a lamb chop as delicious as that,the salads are really nice dressed with lemon and extra virgnin olive oil.
4013	109	None	ambience I haven't eat a lamb chop as delicious as that,the salads are really nice dressed with lemon and extra virgnin olive oil.
4014	109	None	service I haven't eat a lamb chop as delicious as that,the salads are really nice dressed with lemon and extra virgnin olive oil.
4015	339	None	price The sushi was awful!
4016	339	None	anecdotes The sushi was awful!
4017	339	Negative	food The sushi was awful!
4018	339	None	ambience The sushi was awful!
4019	339	None	service The sushi was awful!
4020	489	None	price Katz's has been a NYC original for over 100 years.
4021	489	Positive	anecdotes Katz's has been a NYC original for over 100 years.
4022	489	None	food Katz's has been a NYC original for over 100 years.
4023	489	None	ambience Katz's has been a NYC original for over 100 years.
4024	489	None	service Katz's has been a NYC original for over 100 years.
4025	2487	Negative	price You can get an excellent meal at most of the many Indian restaurants on nearby Lexington Avenue for the cost of one the dainty dishes here.
4026	2487	None	anecdotes You can get an excellent meal at most of the many Indian restaurants on nearby Lexington Avenue for the cost of one the dainty dishes here.
4027	2487	None	food You can get an excellent meal at most of the many Indian restaurants on nearby Lexington Avenue for the cost of one the dainty dishes here.
4028	2487	None	ambience You can get an excellent meal at most of the many Indian restaurants on nearby Lexington Avenue for the cost of one the dainty dishes here.
4029	2487	None	service You can get an excellent meal at most of the many Indian restaurants on nearby Lexington Avenue for the cost of one the dainty dishes here.
4030	499	None	price The Pastrami sandwich was like buttah and with pickles and an icy cold beer to wash it down, it was a pleasurable experience.
4031	499	None	anecdotes The Pastrami sandwich was like buttah and with pickles and an icy cold beer to wash it down, it was a pleasurable experience.
4032	499	Positive	food The Pastrami sandwich was like buttah and with pickles and an icy cold beer to wash it down, it was a pleasurable experience.
4033	499	None	ambience The Pastrami sandwich was like buttah and with pickles and an icy cold beer to wash it down, it was a pleasurable experience.
4034	499	None	service The Pastrami sandwich was like buttah and with pickles and an icy cold beer to wash it down, it was a pleasurable experience.
4035	2589	None	price The plain pizza was soggy and the creative wild mushroom(third generation-Fornini) pizza we had was drenched with truffle oil in the middle( again making it soggy) and nothingon the rest.
4036	2589	None	anecdotes The plain pizza was soggy and the creative wild mushroom(third generation-Fornini) pizza we had was drenched with truffle oil in the middle( again making it soggy) and nothingon the rest.
4037	2589	Negative	food The plain pizza was soggy and the creative wild mushroom(third generation-Fornini) pizza we had was drenched with truffle oil in the middle( again making it soggy) and nothingon the rest.
4038	2589	None	ambience The plain pizza was soggy and the creative wild mushroom(third generation-Fornini) pizza we had was drenched with truffle oil in the middle( again making it soggy) and nothingon the rest.
4039	2589	None	service The plain pizza was soggy and the creative wild mushroom(third generation-Fornini) pizza we had was drenched with truffle oil in the middle( again making it soggy) and nothingon the rest.
4040	3701	None	price Late nite omelletes are not good here, there is no variety!
4041	3701	None	anecdotes Late nite omelletes are not good here, there is no variety!
4042	3701	Negative	food Late nite omelletes are not good here, there is no variety!
4043	3701	None	ambience Late nite omelletes are not good here, there is no variety!
4044	3701	None	service Late nite omelletes are not good here, there is no variety!
4045	381	None	price Everything at Sala Thai is tasty and well-portioned.
4046	381	None	anecdotes Everything at Sala Thai is tasty and well-portioned.
4047	381	Positive	food Everything at Sala Thai is tasty and well-portioned.
4048	381	None	ambience Everything at Sala Thai is tasty and well-portioned.
4049	381	None	service Everything at Sala Thai is tasty and well-portioned.
4050	3050	None	price After all that, they complained to me about the small tip.
4051	3050	None	anecdotes After all that, they complained to me about the small tip.
4052	3050	None	food After all that, they complained to me about the small tip.
4053	3050	None	ambience After all that, they complained to me about the small tip.
4054	3050	Negative	service After all that, they complained to me about the small tip.
4055	1185	Positive	price It's a great place to pick up a cheap lunch or dinner.
4056	1185	None	anecdotes It's a great place to pick up a cheap lunch or dinner.
4057	1185	None	food It's a great place to pick up a cheap lunch or dinner.
4058	1185	None	ambience It's a great place to pick up a cheap lunch or dinner.
4059	1185	None	service It's a great place to pick up a cheap lunch or dinner.
4060	1555	None	price Behind this counter, two men are squeezed in.
4061	1555	None	anecdotes Behind this counter, two men are squeezed in.
4062	1555	None	food Behind this counter, two men are squeezed in.
4063	1555	Negative	ambience Behind this counter, two men are squeezed in.
4064	1555	None	service Behind this counter, two men are squeezed in.
4065	1112	None	price Great find!!!
4066	1112	Positive	anecdotes Great find!!!
4067	1112	None	food Great find!!!
4068	1112	None	ambience Great find!!!
4069	1112	None	service Great find!!!
4070	3368	None	price If only they delivered, they'd make a mint!
4071	3368	Positive	anecdotes If only they delivered, they'd make a mint!
4072	3368	None	food If only they delivered, they'd make a mint!
4073	3368	None	ambience If only they delivered, they'd make a mint!
4074	3368	None	service If only they delivered, they'd make a mint!
4075	1032	None	price Whenever you need a Sushi fix, Mizu will be there with quality fish and great service.
4076	1032	None	anecdotes Whenever you need a Sushi fix, Mizu will be there with quality fish and great service.
4077	1032	Positive	food Whenever you need a Sushi fix, Mizu will be there with quality fish and great service.
4078	1032	None	ambience Whenever you need a Sushi fix, Mizu will be there with quality fish and great service.
4079	1032	Positive	service Whenever you need a Sushi fix, Mizu will be there with quality fish and great service.
4080	1124	None	price Our waitress was sweet and accomodating, not overbearing.
4081	1124	None	anecdotes Our waitress was sweet and accomodating, not overbearing.
4082	1124	None	food Our waitress was sweet and accomodating, not overbearing.
4083	1124	None	ambience Our waitress was sweet and accomodating, not overbearing.
4084	1124	Positive	service Our waitress was sweet and accomodating, not overbearing.
4085	1663	None	price Went there with my wife and we had to wait for a table even though you could see there many that were empty with not reservation sigh on them.
4086	1663	None	anecdotes Went there with my wife and we had to wait for a table even though you could see there many that were empty with not reservation sigh on them.
4087	1663	None	food Went there with my wife and we had to wait for a table even though you could see there many that were empty with not reservation sigh on them.
4088	1663	None	ambience Went there with my wife and we had to wait for a table even though you could see there many that were empty with not reservation sigh on them.
4089	1663	Negative	service Went there with my wife and we had to wait for a table even though you could see there many that were empty with not reservation sigh on them.
4090	1690	None	price I was really disappointed ant wanted to tell everyone not to go eat or even take out food from there.
4091	1690	Negative	anecdotes I was really disappointed ant wanted to tell everyone not to go eat or even take out food from there.
4092	1690	None	food I was really disappointed ant wanted to tell everyone not to go eat or even take out food from there.
4093	1690	None	ambience I was really disappointed ant wanted to tell everyone not to go eat or even take out food from there.
4094	1690	None	service I was really disappointed ant wanted to tell everyone not to go eat or even take out food from there.
4095	788	None	price The website and rating makes this place look wonderful but in reality it was very disappointing.
4097	788	None	food The website and rating makes this place look wonderful but in reality it was very disappointing.
4099	788	None	service The website and rating makes this place look wonderful but in reality it was very disappointing.
4100	1780	None	price Despite a slightly limited menu, everything prepared is done to perfection, ultra fresh and a work of food art.
4101	1780	None	anecdotes Despite a slightly limited menu, everything prepared is done to perfection, ultra fresh and a work of food art.
4103	1780	None	ambience Despite a slightly limited menu, everything prepared is done to perfection, ultra fresh and a work of food art.
4104	1780	None	service Despite a slightly limited menu, everything prepared is done to perfection, ultra fresh and a work of food art.
4105	742	None	price The outdoor atmosphere of sitting on the sidewalk watching the world go by 50 feet away on 6th avenue on a cool evening was wonderful.
4106	742	None	anecdotes The outdoor atmosphere of sitting on the sidewalk watching the world go by 50 feet away on 6th avenue on a cool evening was wonderful.
4107	742	None	food The outdoor atmosphere of sitting on the sidewalk watching the world go by 50 feet away on 6th avenue on a cool evening was wonderful.
4108	742	Positive	ambience The outdoor atmosphere of sitting on the sidewalk watching the world go by 50 feet away on 6th avenue on a cool evening was wonderful.
4109	742	None	service The outdoor atmosphere of sitting on the sidewalk watching the world go by 50 feet away on 6th avenue on a cool evening was wonderful.
4110	1471	Negative	price A large is $20, and toppings are about $3 each.
4111	1471	None	anecdotes A large is $20, and toppings are about $3 each.
4112	1471	None	food A large is $20, and toppings are about $3 each.
4113	1471	None	ambience A large is $20, and toppings are about $3 each.
4114	1471	None	service A large is $20, and toppings are about $3 each.
4115	1789	None	price In any event, this is a place I'll be sure to stop by again when I'm in this part of town.
4116	1789	Positive	anecdotes In any event, this is a place I'll be sure to stop by again when I'm in this part of town.
4117	1789	None	food In any event, this is a place I'll be sure to stop by again when I'm in this part of town.
4118	1789	None	ambience In any event, this is a place I'll be sure to stop by again when I'm in this part of town.
4119	1789	None	service In any event, this is a place I'll be sure to stop by again when I'm in this part of town.
4120	2751	None	price I definitely wouldn't go back.
4121	2751	Negative	anecdotes I definitely wouldn't go back.
4122	2751	None	food I definitely wouldn't go back.
4123	2751	None	ambience I definitely wouldn't go back.
4124	2751	None	service I definitely wouldn't go back.
4125	1189	Negative	price It is not worth for that bucks.
4126	1189	None	anecdotes It is not worth for that bucks.
4127	1189	None	food It is not worth for that bucks.
4128	1189	None	ambience It is not worth for that bucks.
4129	1189	None	service It is not worth for that bucks.
4130	3352	None	price brick oven gallery is My pick for best pizza restaurant anywhere.
4131	3352	Positive	anecdotes brick oven gallery is My pick for best pizza restaurant anywhere.
4132	3352	None	food brick oven gallery is My pick for best pizza restaurant anywhere.
4133	3352	None	ambience brick oven gallery is My pick for best pizza restaurant anywhere.
4134	3352	None	service brick oven gallery is My pick for best pizza restaurant anywhere.
4135	3315	Positive	price Add to that great service and great food at a reasonable price and you have yourself the beginning of a great evening.
4136	3315	None	anecdotes Add to that great service and great food at a reasonable price and you have yourself the beginning of a great evening.
4137	3315	Positive	food Add to that great service and great food at a reasonable price and you have yourself the beginning of a great evening.
4138	3315	None	ambience Add to that great service and great food at a reasonable price and you have yourself the beginning of a great evening.
4139	3315	Positive	service Add to that great service and great food at a reasonable price and you have yourself the beginning of a great evening.
4140	3393	None	price For many people, this may not seem like Aunthentic Thai food because most places in NYC arent quite authentic.
4141	3393	None	anecdotes For many people, this may not seem like Aunthentic Thai food because most places in NYC arent quite authentic.
4142	3393	Negative	food For many people, this may not seem like Aunthentic Thai food because most places in NYC arent quite authentic.
4143	3393	None	ambience For many people, this may not seem like Aunthentic Thai food because most places in NYC arent quite authentic.
4144	3393	None	service For many people, this may not seem like Aunthentic Thai food because most places in NYC arent quite authentic.
4145	2157	None	price Growing up in NY, I have eaten my share of bagels.
4147	2157	None	food Growing up in NY, I have eaten my share of bagels.
4148	2157	None	ambience Growing up in NY, I have eaten my share of bagels.
4149	2157	None	service Growing up in NY, I have eaten my share of bagels.
4150	3018	Negative	price Oh, don't even let me start with how expensive the bills were!
4151	3018	None	anecdotes Oh, don't even let me start with how expensive the bills were!
4152	3018	None	food Oh, don't even let me start with how expensive the bills were!
4153	3018	None	ambience Oh, don't even let me start with how expensive the bills were!
4154	3018	None	service Oh, don't even let me start with how expensive the bills were!
4155	1401	None	price A hearty two thumbs up!
4156	1401	Positive	anecdotes A hearty two thumbs up!
4157	1401	None	food A hearty two thumbs up!
4158	1401	None	ambience A hearty two thumbs up!
4159	1401	None	service A hearty two thumbs up!
4160	257	None	price The scallion pancakes and fried dumplings were nothing out of the ordinary.
4161	257	None	anecdotes The scallion pancakes and fried dumplings were nothing out of the ordinary.
4163	257	None	ambience The scallion pancakes and fried dumplings were nothing out of the ordinary.
4164	257	None	service The scallion pancakes and fried dumplings were nothing out of the ordinary.
4165	813	None	price All the appetizers and salads were fabulous, the steak was mouth watering and the pasta was delicious!!!
4166	813	None	anecdotes All the appetizers and salads were fabulous, the steak was mouth watering and the pasta was delicious!!!
4167	813	Positive	food All the appetizers and salads were fabulous, the steak was mouth watering and the pasta was delicious!!!
4168	813	None	ambience All the appetizers and salads were fabulous, the steak was mouth watering and the pasta was delicious!!!
4169	813	None	service All the appetizers and salads were fabulous, the steak was mouth watering and the pasta was delicious!!!
4170	2862	Negative	price Besides having the table we had been promised given to other restaurant patrons twice before we were actually seated, we were served dishes we hadn't ordered three times, received one of our orders 20 minutes after the rest of the table had been served (and that order was undercooked), and charged $45 more than we should have been on our bill.
4171	2862	None	anecdotes Besides having the table we had been promised given to other restaurant patrons twice before we were actually seated, we were served dishes we hadn't ordered three times, received one of our orders 20 minutes after the rest of the table had been served (and that order was undercooked), and charged $45 more than we should have been on our bill.
4172	2862	None	food Besides having the table we had been promised given to other restaurant patrons twice before we were actually seated, we were served dishes we hadn't ordered three times, received one of our orders 20 minutes after the rest of the table had been served (and that order was undercooked), and charged $45 more than we should have been on our bill.
4173	2862	None	ambience Besides having the table we had been promised given to other restaurant patrons twice before we were actually seated, we were served dishes we hadn't ordered three times, received one of our orders 20 minutes after the rest of the table had been served (and that order was undercooked), and charged $45 more than we should have been on our bill.
4174	2862	Negative	service Besides having the table we had been promised given to other restaurant patrons twice before we were actually seated, we were served dishes we hadn't ordered three times, received one of our orders 20 minutes after the rest of the table had been served (and that order was undercooked), and charged $45 more than we should have been on our bill.
4175	3292	None	price Service is top notch.
4176	3292	None	anecdotes Service is top notch.
4177	3292	None	food Service is top notch.
4178	3292	None	ambience Service is top notch.
4179	3292	Positive	service Service is top notch.
4180	3343	None	price The food now is inconsistent.
4181	3343	None	anecdotes The food now is inconsistent.
4182	3343	Negative	food The food now is inconsistent.
4183	3343	None	ambience The food now is inconsistent.
4184	3343	None	service The food now is inconsistent.
4185	3045	None	price All pretty good.
4186	3045	Positive	anecdotes All pretty good.
4187	3045	None	food All pretty good.
4188	3045	None	ambience All pretty good.
4189	3045	None	service All pretty good.
4190	3135	None	price You can also special order any kind of dumpling,etc.
4191	3135	Positive	anecdotes You can also special order any kind of dumpling,etc.
4192	3135	None	food You can also special order any kind of dumpling,etc.
4193	3135	None	ambience You can also special order any kind of dumpling,etc.
4194	3135	None	service You can also special order any kind of dumpling,etc.
4195	3391	None	price you guys rock.
4196	3391	Positive	anecdotes you guys rock.
4197	3391	None	food you guys rock.
4198	3391	None	ambience you guys rock.
4199	3391	None	service you guys rock.
4200	3651	None	price Chance is a joke.
4201	3651	Negative	anecdotes Chance is a joke.
4202	3651	None	food Chance is a joke.
4203	3651	None	ambience Chance is a joke.
4204	3651	None	service Chance is a joke.
4205	2018	None	price I was pretty much full after our fondue appetizer.
4206	2018	Positive	anecdotes I was pretty much full after our fondue appetizer.
4207	2018	Positive	food I was pretty much full after our fondue appetizer.
4208	2018	None	ambience I was pretty much full after our fondue appetizer.
4209	2018	None	service I was pretty much full after our fondue appetizer.
4210	3551	None	price BE CAREFUL before you request extra spice.
4211	3551	None	anecdotes BE CAREFUL before you request extra spice.
4213	3551	None	ambience BE CAREFUL before you request extra spice.
4214	3551	None	service BE CAREFUL before you request extra spice.
4215	2355	None	price The octopus eaters were floored by the Octopus salad.
4216	2355	None	anecdotes The octopus eaters were floored by the Octopus salad.
4217	2355	Positive	food The octopus eaters were floored by the Octopus salad.
4218	2355	None	ambience The octopus eaters were floored by the Octopus salad.
4219	2355	None	service The octopus eaters were floored by the Octopus salad.
4220	3178	None	price We thought that this place is using too much of MSG cooking in the foods.
4221	3178	None	anecdotes We thought that this place is using too much of MSG cooking in the foods.
4222	3178	Negative	food We thought that this place is using too much of MSG cooking in the foods.
4223	3178	None	ambience We thought that this place is using too much of MSG cooking in the foods.
4224	3178	None	service We thought that this place is using too much of MSG cooking in the foods.
4225	586	None	price I was at Rao's last Wed.
4227	586	None	food I was at Rao's last Wed.
4228	586	None	ambience I was at Rao's last Wed.
4229	586	None	service I was at Rao's last Wed.
4230	2211	None	price And the Tom Kha soup was pathetic.
4231	2211	None	anecdotes And the Tom Kha soup was pathetic.
4232	2211	Negative	food And the Tom Kha soup was pathetic.
4233	2211	None	ambience And the Tom Kha soup was pathetic.
4234	2211	None	service And the Tom Kha soup was pathetic.
4235	2317	None	price I started out with a Bombay beer which was big enough for two.
4236	2317	None	anecdotes I started out with a Bombay beer which was big enough for two.
4237	2317	Positive	food I started out with a Bombay beer which was big enough for two.
4238	2317	None	ambience I started out with a Bombay beer which was big enough for two.
4239	2317	None	service I started out with a Bombay beer which was big enough for two.
4240	175	None	price The decor is vibrant and eye-pleasing with several semi-private boths on the right side of the dining hall, which are great for a date.
4241	175	None	anecdotes The decor is vibrant and eye-pleasing with several semi-private boths on the right side of the dining hall, which are great for a date.
4242	175	None	food The decor is vibrant and eye-pleasing with several semi-private boths on the right side of the dining hall, which are great for a date.
4243	175	Positive	ambience The decor is vibrant and eye-pleasing with several semi-private boths on the right side of the dining hall, which are great for a date.
4244	175	None	service The decor is vibrant and eye-pleasing with several semi-private boths on the right side of the dining hall, which are great for a date.
4245	1609	None	price Service was quick.
4246	1609	None	anecdotes Service was quick.
4247	1609	None	food Service was quick.
4248	1609	None	ambience Service was quick.
4249	1609	Positive	service Service was quick.
4250	2706	None	price Tends to turn people away.
